Id,Label
836,Grand Norfolk Trunk Railway Company
837,Grand Trunk Railway Company of Canada
838,Granite and Slate Works
839,Gray's Inn
840,Great Britain Fire Insurance Company
841,Great Britain Mutual Life Assurance Society
842,Great Eastern Railway Company
843,Great Holloway Lead Company Limited
844,Great Indian Peninsula Railway Company
845,Great Laxey Mining Company Limited
846,Great North of Scotland Railway Company
847,Great Northern and Western Railway Company
848,Great Northern Railway Company
849,Great Southern and Western Railway Company
850,Great Southern Mining Company Limited
851,Great Western Hotel Company Birmigton
852,Great Western Railway Company
853,Great Western Railway Company of Canada
854,Greenback Alkali Works Company Limited
855,Greenhithe Chalk Works Company Limited
856,Greenock and Wemyss Bay Railway Company
857,Greg & Co.
858,Gresham Life Assurance Society
859,Griffin Siver Lead Mining Company Liimited
860,Griven and Port Patrick Junction Railway Company
861,Grogwinian Lead Mining Company Limited
862,Grosvenor and West End Railway Terminus Hote Company Limited
863,Ground Rents Securities Association Limited
864,"Grove Ledge, Winkfield Berks Direct United States Cable Company Limited"
865,Guarantee Association of Scotland Limited
866,Guarantee Society and Submarine Telegraph Company
867,Guarantee Society and the Star life Assurance Society
868,Guardian Fire and Life Assurance Company
869,Guardian Plate Glass Insurance Company Limited
870,Guernsey Steam Tramway Company Limited
871,"Guion & Co., Merchants"
872,Gunston Sons & Co.
873,"H and S Barker and Co, Limited"
874,H Rance & Son
875,"H. Murney & Son, Belfast"
876,H.B. Muir & Co.
877,H.S. Lefevre & Co.
878,H.Vigne & Sons
879,H. W. Eaton & Sons
880,Hackmondwike Gas Company
881,Hailstorm Insurance Company
882,Halcomb and Company Limited
883,Halesowen Railway Company
884,Halifax Joint Stock Banking Company
885,Halifax and Huddersfield Union Banking Company
886,Halifax Commercial Banking Company Limited
887,Hall and Company Limited
888,Hall Street Tramways
889,Hallamshire Steel and Fire Company Limited
890,Halstead Colliery Company Limited
891,Hamilton and North Western Railway Company
892,Hammersmith Bridge Company 
893,London Cemetery Company
894,Hand-in-Hand Insurance Society
895,Harland & Wolff
896,Harries's Navigation Coal Company Limited
897,Harrison and Company Ltd
898,Harrow District Gas Company
899,Harry Walker & Son 
900,Hartiepool Gas and Water Company
901,Harvills Hawthorn West Bromwich Staffordshire
902,Hastings and St Leonard’s Gas Company
903,Hawkins & Co.
904,Hay and Brecon Railway Company
905,Hayling Railway Company
906,Hayling Railway Company
907,Huyton and Roby Gas Company Limited
908,Hazle Slade Land and Building Society Limited
909,Hazzleton Conner & Co.
910,Heather Colliery Company
911,Heberlein Self Acting Railway Break Company
912,Heckmondwike Manufacturing Company Limited
913,Hedgefield House
914,Hen Valley Railway Company
915,Hendon Paper Works Company Limited
916,Henry Bath & Son Swansea
917,Henry Briggs Son & Co
918,Henry Denny & Sons Waterford and Limerick Railway Company
919,Henry Kendall & Sons
920,Henry Knight & Co.
921,Henry Riffle Barrel Engineering and Small Arms Co.
922,Henry Smith & Co
923,Henry White & Co
924,Henry Wiggin & Co
925,Henry Wilkinson And Co Limited
926,Hereford Hay and Brecon Railway Company
927,Heritable Investment Bank Limited
928,Heritable Property Association Limited
929,Heritable Securities and Mortgage Investment Association Limited
930,Hewett and Company Limited
931,Hibernian Joint Stock Company Bank
932,High Level Coal and Brick Company Limited
933,Highgate Dwelling Improvement Company Limited
934,Highland Railway Company
935,Hingston Down Consols Mining Company Limited
936,Hoare Miller & Co.
937,Holder & Co.
938,Holywood and Bangor Railway Company
939,Holywood Gas Company
940,Home and Colonial Marine Insurance Company Limited
941,Honburs & Lloyd 
942,Hong Kong and China Gas Company Limited
943,Hong Kong and Shanghai Banking Corporaion
944,Horbury Junction Iron Company
945,Horley Bridge Property Company Limited
946,Hornachos Silver Lead Mining Company Limited
947,Horncastle Railway Company
948,Hornschos Silver Lead Mining Company Limited
949,Hornsey Gas Company
950,Horse Insurance Company Limited
951,Horseley Company Limited
952,House Property and Investment Company Limited
953,Hove Banking Company Limited
954,Howe Bridge Cotton Spinning Company Limited
955,Howe Machine Company Limited
956,Hoylake and Birkenhead Rail and Tramway Company
957,Hoylake and West Kirby Gas and Water Company Limited
958,Hoylake Railway and Tramway Companies
959,Huddersfield Banking Company
960,Hudson's Bay Insurance Company
961,Hughes & Peevor 
962,Hughes's Locomotive and Tramway Engine works Limited
963,Hull Banking Company
964,Hull Disrtict Bank Limited
965,Hull Dock Company
966,Hull Exchange Company Limited
967,Hull Merchants Lighter Company Limited
968,Hull Pepole's Public House Company Limited
969,Hull Street Tramways Company
970,Hunasgeria Coffee Company Limited
971,Hunstanton and Southend Railway Company
972,Hunstanton and West Norfolk Railway Company
973,Hunwal Tea Company Limited
974,Hutton Henry Coal Company 
975,Hyde and Glossop Bank
976,Hydes and Wigfull Limited
977,Ilen Valley Railway Company
978,Ilfracombe Hotel Company Limited
979,Ilkley Gas Company
980,Ilkley Wells Hydropathic Company
981,Imperial Bank Limited
982,Imperial Continental Gas Association 
983,Imperial Credit Company Limited
984,Imperial Fire Insurance Company
985,Imperial Live Stock Insurance Association Limited
986,Imperial Marine Insurance Company Limited
987,Imperial Ottoman Bank
988,Imperial Property Company Limited
989,Imperial Tramways Company Limited
990,Imperial Union Accident Assurance Company Limited
991,Improved Industrial Dwellings Company Limited
992,Improved Wood Pavement Company Limited
993,Indemnity Mutual Marine Assurance Company
994,"India Rubber, Gutta-Percha and Telegraph Works Company Limited"
995,Indo European Telegraph Company Limited
996,Inman Steamship Company Limited
997,Inns of Court Hotel Limited
998,International Bank of Hamburg and London Limited
999,International Financial Society Limited
1000,International Marine Insurance of Liverpool
1001,Ionian Bank
1002,Irnus of Court Hotel Limited
1003,Irrawaddy Flotilla Company Limited
1004,Isaac & Samuel Limited
1005,Isle of Man Banking Company Limited
1006,Isle of Man Steampacket Company 
1007,Isle of Wight Railway Company
1008,Ismay & Co.
1009,Italian Sulphur Company Limited
1010,J H Rayner & Co.
1011,J H Schroder & Co.
1012,J J Macomb & Co.
1013,J. & W. J. McMaster
1014,J. and J Crombie
1015,J. Taylor & Sons
1016,J. Vanner & Sons
1017,J.B.& R Hutchinson
1018,J.Bingham & Co. 
1019,J.C.Im. Thurn & Sons
1020,J.P. Westhead and Company Limited
1021,J.Q. Henriques & Co.
1022,J.R. Thomson & Co.
1023,J.S. Morgan & Co.
1024,J.T. Taylor and Co.
1025,Jabez & Fildes Quiltin
1026,James & Fredrick Howard
1027,James Ackroyd and Sons Limited
1028,James Capel & Co.
1029,James Finlay & Co
1030,James Lindsay & Son
1031,James Lyall & Co.
1032,James Spicer & Sons
1033,James Wylley & Co.
1034,"Janson, Cobb & Pearson"
1035,"Jardian, Skinner and Co."
1036,Jared Terrett Hunt and Son Limited
1037,Jarvis & Jarvis 
1038,Javali Company Limited
1039,Jem & Docker
1040,Kilkenny Junction Railway Company
1041,John & Co.
1042,John A Sellar & Co.
1043,John Abbot and Company Limited
1044,John and Charles Longbourne
1045,John and Maine Railway Company
1046,John and Robert Grant
1047,John Arnott and Co.
1048,John Bannall and Sons Limited
1049,John Brooke & Sons
1050,John Brown and Company Limited
1051,John C Rutter & Son
1052,John Crossley and Sons Limited
1053,John Currie & Co.
1054,John Edler & Co.
1055,John Harrison and Co. Limited
1056,John Hubbard & Co.
1057,John Lidgett and Sons
1058,John Mackillop & Co.
1059,John Musgrave & Sons
1060,John Petrie & Co.
1061,John Pound & Co.
1062,John Round and Son Limited
1063,John Robert Thomson & Co.
1064,John Russell and Co.
1065,John Taylor & Sons 
1066,John Wood & Bros Limited
1067,Johnson's Saccharam Company Limited
1068,Pirmin and Sons Limited
1069,"Jonas, Simonsen & Co."
1070,Jorehant Tea Company Limited
1071,Jos C. Gamble & Son
1072,Joseph Quick and Son
1073,Joseph Rodgers and Sons Limited
1074,Joseph Sebag & Co.
1075,Joseph Westley & Sons
1076,Jourdain & Co.
1077,Jun Dugdlae and Bros
1078,Keighley and Worth Valley Railway Company
1079,Kelham Rolling Mills Company
1080,Kelly & Co.
1081,Kelvin Valley Railway Company
1082,Kendal Auction Mart Company Limited
1083,Kent Fire Insurance Company
1084,Kent Life Assurance and Annuity Institution or Company Ltd
1085,Kent Water Works Company
1086,Keswick Hotel Company Limited
1087,"Kettering,Tharapston and Huntingdon Railway Company"
1088,"Kinahan & Co., Dublin and London"
1089,Kinahan & Sons
1090,King Lynn Dock Company
1091,King William-street E.C
1092,Kings Lynn Dock Company
1093,Kingston and Eardisely Railway Company
1094,Kirkcaldy Gas Light Company
1095,Knaresborough and Clare Banking Company
1096,Knot Mill Ironworks 
1097,Kopf's Extract of Meat Company Limited
1098,Lancashire Insurance Company
1099,Ladywell Mining Company Limited
1100,Lahore and Capledrae Cannel Coal Company Limited
1101,Lake Erie and Western Railford Company
1102,Lambeth Baths and Washhouse Company Limited
1103,Lambeth Waterworks Company
1104,Lambton & Co.
1105,Lancashire and Steam Power Company
1106,Lancashire and Yorkshire Accident Insurance Company Limited
1107,Lancashire and Yorkshire Bank Limited
1108,Lancashire and Yorkshire Railway Company
1109,Lancashire and Yorkshire Wagon Company Limited
1110,Lancashire Bank of the River Plate Limited
1112,Lancashire Coal Company Limited
1113,Lancashire Cotton Spinning Company Limited
1114,Lancashire Iron Company Limited
1115,Lancaster Banking Company
1116,Lancaster Shipowners Company Limited
1117,Lanchcashire and Yorkshire Railway Company
1118,Land and Finance Company Limited
1119,Land and Investment Company of Ireland Limited
1120,Land Mortgage Bank of Australian Chartered Bank
1121,Land Mortgage Bank of India Limited
1122,Land Mortgage Bank of Victoria Limited
1123,Land Securities Company Limited
1124,Landed Estate Company Limited
1125,Lands Improvement Company
1126,Landywell Mining Company
1127,Lang & Co.
1128,Langdale's Chemical Company Limited
1129,Langdon and St. Kathirine Docks Company
1130,Langham District Railway Company
1131,Larne and Carrickfergus Central Railway Company
1132,Larne and Stranraer Steamboat Company
1133,Laurie and Marner Limited
1134,Law Court Chambers Company Limited
1135,Law Fire Insurance Society
1136,Law Fire Insurance Society
1137,Law Life Assurance Society
1138,Law Reversionary Interest Society
1139,Law Union Fire and Life Insurance Company
1140,Lawes Chemical Manure Company Limited
1141,Lawson Seed and Nursery Company Limited
1142,Lea Bridge District Gas Company
1143,Lead Era Mining Company Limited
1144,Leadhills Silver Lead Mining and Smelting Company Limited
1145,Leamington Priors and Warwickshire Bank
1146,Leamington Priors Gas Company
1147,Learoyd & Peace
1148,Leasehold Investment Company Limited
1149,Lebong Tea Company Limited
1150,Leeds and Country Bank Limited
1151,Leeds and Liverpool Canal and Douglas Navigation Company
1152,Leeds Tramways Company
1153,Lefroy and Sheppard
1154,Legal and General Life Assurance Society
1155,Leicester Tramway Company
1156,Leicestershire Banking Company
1157,Leipzig Tramways Company Limited
1158,Leith Heritages Company Limited
1159,Lemberg Czernowitz Jass Railway Company
1160,"Lenox, Nephew & Co."
1161,Leominster and Kington Railway Company
1162,Lesmahagow Railway Guarantee Company
1163,Lewes and East Grinstead Railway Company
1164,"Lewis, Munns & Longden "
1165,Libiola Copper Mining Company
1166,Liebig's Extract of Meat Company Limited
1167,Life Association of Scotland
1168,Lima Railways Company Limited
1169,Limerick and Kerry Railway Company
1170,Limerick Gas Company
1171,Santa Barbara Gold Mining Company
1172,Limmer Asphalt Paving Company Limited
1173,Linares Lead Mining Company Limited
1174,Lincoln and Lindsey Banking Company
1175,Lincoln Corn Exchange and Market Company
1176,Lincoln Laundry Company
1177,Lincoln Manufacturing Company Limited
1178,Lincoln Wagon and Engine Company Limited
1179,Lincoln's Inn
1180,Lindal and Ore Company Limited
1181,Liners Lead Mining Company Limited
1182,Linoleum Manufacturing Company Limited
1183,Lion Brewery Company Limited
1184,Lismore and Fermoy Railway Company
1185,Liverpool Adelphi Hotel Company Limited
1186,Liverpool and District General Omnibus Company Limited
1187,Liverpool Board Lancashire insurance Company
1188,Liverpool Commercial Banking Company Limited
1189,Liverpool Exchange Railway
1190,Liverpool North Shore Flour and Rice Mill Company Limited
1191,Liverpool Queen Insurance Company
1192,Liverpool Steam Tug Company
1193,Liverpool Storage Company Limited
1194,Liverpool Union Bank
1195,Liverpool United Gas Light Company
1196,Liverpool United Tramways and Omnibus Company
1197,Llanberis Slate Company Limited
1198,Llanelly Railway and Dock Company
1199,Llangollen and Corwen Railway Company
1200,Llannelly Railway and Dock Company
1201,Llantrisant and Traff Vale Junction Railway Company
1202,Lloyds Banking Company Limited
1203,Llynfi and Ogmore Railway Company
1204,Lochgelly Iron and Coal Company Limited
1205,Lochorn and Capledrae Coal Company Limited
1206,Lockhart & Hans
1208,London and Blackwall Railway Company
1209,London and California Mining Company Limited
1210,London and Cemetery Company
1211,London and Country Land and Building Company Limited
1212,London and County Banking Company
1213,London and Edinburgh Company
1214,London and Edinburgh Shipping Company
1215,London and General Cab Company Limited
1216,London and General Water Purifying Company Limited
1217,London and Glasgow Boards of the Standards Fire Office Limited
1218,London and Glasgow Engineering and Iron Shipbuilding Company Limited
1219,London and Greenwich Railway Company
1220,London and Hanseatic Bank Company
1221,London and Lancashire Fire Insurance Company
1222,London and Lancashire Life Assurance Company
1223,London and Land and Building Company Limited
1224,London and Lisbon Cork-Wood Company Limited
1225,London and Monmouth Railway Company
1226,London and North Western Railway Company
1227,London and Oriental Banking Company
1228,London and Provincial Bank Limited
1229,London and Provincial Horse and Carriage Insurance Co.
1230,London and Provincial Law Assurance Society
1231,London and Provincial Marine Insurance Company
1232,London and Provincial Wood Paving Company Limited
1233,London and River Plate Bank Limited
1234,London and San Francisco Bank Limited
1235,London and South California Mining Company Limited
1236,London and South Western Bank Limited
1237,London and South Western Railway Company
1238,London and St Katherine Docks Company
1239,London and Westminster Bank
1240,London and Yorkshire Bank Limited
1241,London Assurance Company Limited
1242,London Assurance Corporation
1243,London Joint Stock Bank
1244,London Bank of Mexico and South America Limited
1245,London Bank of Utah Limited
1246,London Banking Association Limited
1247,London Board Thames and Mersey Marine Insurance Company Limited
1248,London Chartered Bank of Australia
1249,London Commercial Banking Company of Sydney
1250,London East India and Colonial Life Assurance Company Limited
1251,London Financial Association Limited
1252,London Gas Light Company
1253,London General Omnibus Company
1254,London Guarantee and Accident Company Limited
1255,London Life Association
1256,London Mercantile Bank of Sydney
1257,London Necropolis and National Mausoleum Company
1258,London Platino Brazilian Telegraph Company Limited
1259,London Real Property Company Limited
1260,London Reversionary Interest Society
1261,London Small Poperty Trust Limited 
1262,London Steamboat Company Limited
1263,London Street Tramways Company  
1264,London Taverns Company Limited
1265,London Tilbury and Southend Railway Company
1266,London Tramways Company
1267,Londonderry and Enniskillen Railway Company
1268,Londonderry and Lough Swilly Company
1269,Londonderry Central Railway Company
1270,Longton Adderley Green and Bucknall Railway Company
1271,Longwood Gas Company
1272,Lonodn Small Property Trust Limited
1273,Lossiemouth Harbour Company
1274,Lostwithiel and Forey Railway Company
1275,Louth and East Coast Railway Company
1276,Louth and Lincoln Railway Company
1277,Lower Assam Company Limited
1278,Lower Medway Company
1279,Lowestoft Water Gas and Market Company
1280,Lowther Hemitable Iron Company Limited
1281,Lowwood Gunpowder Company Limited
1282,Lua Level Mining Company Limited
1283,Luckimpore Tea Company of Assam Limited
1284,Lucy and Townshend
1285,Lusitanian Mining Company Limited
1286,Lynn and Fakenham Railway Company
1287,Lyon Insurance Company Limited
1288,M. Oldroyd and Sons Limited
1289,"Macclesfield, Bollington and Marple Railway Company"
1290,Macdonals & Co.
1291,"Macfarrline, Strang & Co."
1292,Machine Compus Limited
1293,Mackenzie & Black
1294,Mackie Davidsonm & Glad Stone 
1295,MacSwiney and Company Limited
1296,Madras Irrigation Canal Company
1297,Madras Railway Company
1298,Madrid and Zaragoza Railway Company
1299,Maidstone Gas Company
1300,Malmesbury Railway Company
1301,Malta and Mediterranean Gas Company Limited
1302,Malton Farmer Manure and Trading Company Limited
1303,Mancha & Co.
1304,Manchester and County Bank Limited
1305,Manchester and Liverpool District Banking Company
1306,Manchester and London Fire Insurance Company Limited
1307,Manchester and Milford Railway Company
1308,Manchester and Salford Bank
1309,Manchester Carriage Company Limited
1310,Manchester Commercial Building Company Limited
1311,Manchester Fire Assurance Company
1312,Manchester Real Property Company Limited
1313,Manchester Reform Club Buildings Company Limited
1314,Manchester Royal Excahnge
1315,Manchester Sheffield and Lincolnshire Railway Company
1316,Manchester Steam Users Association
1317,Manchester Theatre Royal Company Limited
1318,Manchester Water Meter Company Limited
1319,Manor Park Cemetery Company Limited
1320,Marbella Iron Ore Company Limited
1321,Marcus Moxham & Co.
1322,Marganani Forest and Mining Company
1323,Margate Pier and Harbour Company 
1324,Marine Insurance Company
1325,Marine Parade Brighton
1326,Maritime and General Improvements Company Limited
1327,Maritime Insurance Company Limited
1328,Mark Whitwell & Son Ship and Insurance brokers 
1329,Market Harborough
1330,Market Rasen Water Company 
1331,Marlborough and Andover Railway Company
1332,Marlborough Railway Company
1333,Martin Hall and Company Limited
1334,Maryport and Carlisle Railway Company
1335,Maryport Mutual Marine Insurance Association
1336,Mason & Greenfield
1337,Masonic and General Life Assurance Company Limited
1338,Masonic Hall and Club Company Limited
1339,Matheson & Co.
1340,Matthews and Mackensize 
1341,Mauritius Gas Company Limited
1342,Mauritius Land Credit and Agency Company Limited
1343,Maynard Brothers & Co.
1344,McBirney and Company Limited
1345,McConnell and Company Limited
1346,McDowell Steven & Co.
1347,McGregor Gow & Co.
1348,"McGrigor, Donald & Co."
1349,McSwiney and Company Limited
1350,MeBirney and Company Limited
1351,Medical and General Life Assurance Society
1352,Mediterranean Extension Telegraph Company Limited
1353,Mediterranean Hotel Company Limited
1354,Mellan & Coward
1355,Mellanear Copper Mine Company Limited
1356,Mercantile Bank of Peru Limited
1357,Mercantile Bank of The River Plate Limited
1358,Mercantile Marine and Fire Company of South Australia
1359,Mercantile Steamship Company Limited
1360,Merchant Banking Company of London Limited
1361,Merchants Shipping Company Limited
1362,Merchants Marine Insurance and Company Limited
1363,Mersey Steel and Iron Company Limited
1364,Meseiney and Company Limited
1365,Methodist Newspaper Association Limited
1366,Metropolitan and St. John's Wood Railway Company
1367,Metropolitan Association for Improving the Dwellings of the Industrious Classes
1368,Metropolitan District Railway Company
1369,Metropolitan Land and House Company Limited
1370,Metropolitan Life Assurance Society
1371,Metropolitan Railway Carriage and Wagon Company
1372,Metropolitan Railway Company
1373,Metropolitan Railway of Constantinople to the Galata Pera
1374,Metropolitian and St. John's Wood Railway Company 
1375,Mexican and Railway Company Limited
1376,Mexican and Spanish Bondholders 
1377,Meynell & Pemberton
1378,Mid Devon Copper Mining Company Limited
1379,Mid Hants Railway Company
1380,Mid Kent Railway Company
1381,Mid Wales Railway Company
1382,Middlesbrough Railway Company
1383,Midland and Blaina Ironworks Company Limited
1384,Midland and Eastern Railway Company
1385,Midland Banking Company Limited
1386,Midland Chatham and Dover Railway Company
1387,Midland Counties Insurance Company
1388,Midland Great Western Railway Company
1389,Midland Great Western Railway of Ireland Company
1390,Midland Land and Investment Corporation Limited
1391,Midland Railway Carriage and Wagon Company
1392,Midland Railway Company
1393,Midland Railway Company of Canada
1394,Midland Steam Boiler Inspection and Assurance Company
1395,Miers & Co.
1396,Milburn and Company Limited
1397,Milford Docks Company
1398,Milford Railway Company
1399,Mill Hill Spinning Company Limited
1400,Millers and General Fire Insurance Company Limited
1401,Millwall Dock Company
1402,Milners Safe Company Limited
1403,Minera Mining Company Limited
1404,Mineral Corporation Great Britain Limited
1405,Mining Company of Ireland Limited
1406,Mirfield Gas Company
1407,Mississippi and Domain Company Limited
1408,Missouri Lead Mining and Smelting Company Limited
1409,"Mitchell, Thomson & Co."
1410,Mode Wheel Mill Company Limited
1411,Moffat Hydropathic Company Limited
1412,Money Wigram & Sons
1413,Monkland Iron and Coal Company Limited
1414,Monmouthshire Railway and Canal Company
1415,Monmouthshire Wagon Company
1416,Montevideo and Brazilian Telegraph Company Limited
1417,Montevideo Gas Company Limited
1418,Montrose And Bervie Railway Company
1419,Montserrat Company Limited
1420,Morayshire Railway Company
1421,Morgan & Davey
1422,Mortgage and Agency Company of Ceylon Limited
1423,Morton & Rose Co.
1424,Moyar Coffee Company Limited
1425,Mr. Oldroyd and Sons Limited
1426,Mudie's Select Library Ltd
1427,Mulford Docks Company
1428,Mungledye Tea Company Limited
1429,Munster Bank Limited
1430,Muntz Metal Company Limited
1431,Muswell Hill Estate Company Limited
1432,Mutual Fire Insurance Corporation
1433,Mutual Life Assurance Society
1434,Mutual Life Tontine Association Limited
1435,Mwyndy Iron Ore Company Limited
1436,Mysore Coffee Company Limited
1437,Nantyglo and Blaina Ironworks Company Limited
1438,Natal Land and Colonisation Company Limited
1439,Natal Plantation Company Limited
1440,National Arms and Ammunition Company Limited
1441,National Assurance Company of Ireland
1442,National Bank
1443,National Bank of Australia
1444,National Bank of Chanel Dock Company
1445,National Bank of India Limited
1446,National Bank of Liverpool Limited
1447,National Bank of New Zealand Limited
1448,National Bank of Scotland
1449,Scottish Equitable Life Assurance Society
1450,National Bank of Wales Limited
1451,National Boiler Insurance Company Limited
1452,National Coal Company Limted
1453,National Credit Company Limited
1454,National Discount Company Limited
1455,National Discount Company of Ireland Limited
1456,National Dwellings Society Limited
1457,National Fire Insurance Corporation Limited
1458,National Freehold Land Society
1459,National Guarantee and Suretyship Association Limited
1460,National Life Assurance Society
1461,National Mercantile Bank Limited
1462,National Mortgage and Agency Company of New Zealand Limited
1463,National Property Investment Company Limited
1464,National Provident Institution
1465,National Provincial Bank of England
1466,National Reversionary Investment Company
1467,National Safe Deposit Company Limited
1468,National Steam Ship Company Limted 
1469,Native Guano Company Limited
1470,Navan and Company Limited
1471,Navan and Kingscourt Railway Company
1472,Neath and Brecon Railway Company
1473,Neath Canal Company
1474,Neath Water Company
1475,Nerbudda Coal and Iron Company Limited
1476,Neston Colliery Limited
1477,Netherlands Land Enclosure Company
1478,Neuchatel Asphalte Company Limited
1479,New Gellivers Company Limited
1480,New London and Brazilian Bank Limited
1481,New Oriental Hotel Company Limited
1482,New Patent Candle Company Limited
1483,New Prussia Company Limited
1484,New Quebrada Company Limited
1485,New River Company
1486,New Sharlston Collieries Company Limited
1487,New South Fund Life Assurance Society
1488,New South Wales Mortgage Loan and Agency Company Limited
1489,New Union Mill Company
1490,New Westminster Brewery Company Limited
1491,"New York, Lake Erie and Western Railroad Company"
1492,New Zealand Agricultural Company Limited
1493,New Zealand and Australian Land Company Limited
1494,New Zealand Kapanga Gold Mining Company Limited
1495,New Zealand Loan and Mercantile Agency Company Limited
1496,New Zealand Shipping Company
1497,New Zealand Trust and Loan Company Limited
1498,Newcastle and Gateshead Water Company
1499,Newcastle Chemical Works Company Limited
1500,Newcastle Home Trade Steam Insurance Association
1501,Newcastle Steam Freight and Demurrage Association 
1502,Newcastle-upon-Tyne and Gateshead Gas Company
1503,Newent Railway Company
1504,Newfoundland Land Company Limited
1505,Newport Abercarn Black Vein Steam Coal Company Limited
1506,Newport Dock Company
1507,Newport Gas Company
1508,Newport Tramways Company Limited
1509,Newport Waterworks Company Limited
1510,Newquay and Cornwall Junction Railway Company
1511,Newry Steam Packet Company Limited
1512,"Newry, Warrenpoint and Rostrevor Railway Company"
1513,Newton Stewart
1514,Niarn Caledonian Banking Company
1515,Nicholas & Co.
1516,Nicholson's Discourse Company Limited
1517,Nickel and Cobalt Refinery Birmingham
1518,Nictheroy (Brazil) Gas Company Limited
1519,Nix & Matheson
1520,Normanton Gas Company
1521,North Albion Property investment Company Limited
1522,North and South Junction Railway Company
1523,North and South Wales Bank
1524,North and South Woolwich Subway Company
1525,North Assurance Company
1526,North British and Mercantile Insurance Company
1527,North British Austaralasian Company Limited
1528,North British Canadian Investment Company Limited
1529,North British Chemical Company Limited
1530,North British Property Investment Company Limited
1531,North British Railway Company
1532,North British Rubber Company Limited
1533,North Central Wagon Company Limited
1534,North China Insurance Company 
1535,North Dublin Street Tramways Company
1536,North Dublin Warehouse Company
1537,North Eastern Banking Company Limited
1538,North Eastern Railway Company
1539,North Fire Insurance Company Limited
1540,North London Railway Company
1541,North London Suburban Tramway Company Limited
1542,North Marine Insurance Company Limited
1543,North Metropolitan Tramways Company
1544,North Monkland Railway Company
1545,North of England Steam Shipowners Associations
1546,North of Scotland and Orkney and Shetland Steam Navigation Company
1547,North of Scotland Banking Company
1548,North of Scotland Canadian Mortgage Company
1549,North of Scotland Canadian Mortgage Company Limited
1550,North Ormesby Gas Company Limited
1551,North Railway of Buenos Aires Company Limited
1552,North Staffordshire Railway Company
1553,North Union Railway Company
1554,North Wales Narrow Gauge Railways Company
1555,North Western Bank Limited
1556,North Western Fire Insurance Company
1557,North Western Railway Company of Cananda
1558,North Western Railway of Monte Video Company Limited
1559,Northamptonshire Banking Company
1560,Northamptonshire Interest Society Limited
1561,Northamptonshire Union Bank
1562,Northern Heritable Securities Investment Company Limited
1563,Northern and Eastern Railway Company
1564,Northern Assurance Company
1565,Northern Banking Company
1566,Northern Counties Bank Limited
1567,Northern Home Trade Steam Insurance Association
1568,Northern Marine Insurance Company Limited
1569,Northern Plate Glass Insurance Company Limited
1570,Northern Railway Company of Canada
1571,Northern Railway of Buenos Ayres Company Limited
1572,Northern Spinning and Weaving Company Limited
1573,Northern Spinning Company Limited
1574,Northern Stone and Marble Company
1575,Northumberland Steam Shipping Company Limited
1576,Norton Brothers and Co. Limited
1577,Norwich and London Accident Insurance Association
1578,Norwich and London Accident Insurance Association
1579,Norwich Union Fire Insurance Society
1580,Norwich Waterworks Company
1581,Nottingham and District Tramways Company Limited
1582,Nottingham and Grantham Railway and Canal Company
1583,Nottingham and Nottinghamshire Banking Company
1584,Nottingham Joint Stock Bank Limited
1585,Nottingham Malleable Iron Company Limited
1586,Nottingham Manufacturing Company Limited
1587,Nottingham Patent Brick Company Limited
1588,Nouveau Monde Gold Mining Company
1589,Novelli & Co.
1590,Nowich Union Fire Insurance Society
1591,Oak Pits Colliery Company
1592,Oakbank Oil Company Limited
1593,Oatland Park Hotel Company Limited
1594,Ocean and General Guarantee Company Limited
1595,Ocean and South Western Railway Company
1596,Ocean Marine and Mercantile Insurance Company
1597,Ocean Marine Insurance Company
1598,Ocean Railway and General Accident Assurance Company Limited
1599,Oceanic Steam Navigation Company Limited
1600,Odessa Tramways Company
1601,Odessa Waterworks Company Limited
1602,Union Bank of Scotland
1603,Oil Seed Crushing Company Limited
1604,Oliphant & Co.
1605,Omnium Securities Company Limited
1606,Omoa and Cleland Iron and Coal Company Limited
1607,Ondes Company of Chili Limited
1608,Onvah Coffee Company Limited
1609,Orconera Iron Ore Co. Limited
1610,Oregon and Washington Trust Investment Company Limited
1611,Orient Steam Navigation Company Limited
1612,Oriental Bank Corporation
1613,Oriental Coffee Company Limited
1614,Oriental Gas Company Limited
1615,Osborne and Company Limited
1616,Ossett Gas Company
1617,Otago and Scotland Investment Company Limited
1618,Ottoman Gas Company Limited
1619,Ottoman Railway Company
1620,Oudh and Rohilkhand Railway Company
1621,Oudh and Rohilkhand Telegraph Company
1622,Ouvah Coffee Company Limited
1623,Oxford and Cambridge Club Pall Mall
1624,P. Henderson & Co.
1625,P. Rintoul Sons & Co.
1626,Pacific Loan and Investmant Company Limited
1627,Pacific Steam Navigation Company
1628,Palace and Burlington Hotel Company Limited
1629,Palmers Shipbuilding and Iron Company
1630,Panuncillo Copper Mining Company Limited
1631,Para Gas Company Limited
1632,Pares's Leicestershire Banking Company
1633,"Paris, Lyon and Mediterranean Railway"
1634,Park Gate Iron Company Limited
1635,Park Lead Mining Company
1636,Parker & Co.
1637,Parliamentry Agents
1638,Parr's Banking Company Limited
1639,Parry's Copper Corporation Limited
1640,Pascoe Grenfell & Sons
1641,Pated Ventilating Granaty Company Limited
1642,Pateley Bridge Lead Mines and Smelting Company
1643,Patent Cotton Powder Company Limited
1644,Patent Nut and Bolt Company Limited
1645,Patent Shaft and Axletree Company Limited
